Date,TxType,Value
2020-10-21,CTS-Vol,26.84
2020-10-22,CTS-Vol,25.55
2020-10-23,CTS-Vol,23.72
2020-10-24,CTS-Vol,
2020-10-25,CTS-Vol,
2020-10-26,CTS-Vol,26.01
2020-10-27,CTS-Vol,32.02
2020-10-28,CTS-Vol,27.62
2020-10-29,CTS-Vol,23.72
2020-10-30,CTS-Vol,
2020-10-31,CTS-Vol,24.51
2020-11-01,CTS-Vol,
2020-11-02,CTS-Vol,37.64
2020-11-03,CTS-Vol,31.35
2020-11-04,CTS-Vol,28.62
2020-11-05,CTS-Vol,29.66
2020-11-06,CTS-Vol,27.9
2020-11-07,CTS-Vol,26.04
2020-11-08,CTS-Vol,
2020-11-09,CTS-Vol,31.68
2020-11-10,CTS-Vol,34.18
2020-11-11,CTS-Vol,32.2
2020-11-12,CTS-Vol,31.35
2020-11-13,CTS-Vol,26.11
2020-11-14,CTS-Vol,
2020-11-15,CTS-Vol,
2020-11-16,CTS-Vol,13.02
2020-11-17,CTS-Vol,27.16
2020-11-18,CTS-Vol,23.94
2020-11-19,CTS-Vol,22.83
2020-11-20,CTS-Vol,23.29
2020-11-21,CTS-Vol,19.71
2020-11-22,CTS-Vol,
2020-11-23,CTS-Vol,25.84
2020-11-24,CTS-Vol,25.83
2020-11-25,CTS-Vol,22.33
2020-11-26,CTS-Vol,16.86
2020-11-27,CTS-Vol,25.75
2020-11-28,CTS-Vol,
2020-11-29,CTS-Vol,
2020-11-30,CTS-Vol,13.06
2020-12-01,CTS-Vol,38.1
2020-12-02,CTS-Vol,33.14
2020-12-03,CTS-Vol,29.31
2020-12-04,CTS-Vol,28.73
2020-12-05,CTS-Vol,28.67
2020-12-06,CTS-Vol,
2020-12-07,CTS-Vol,29.3
2020-12-08,CTS-Vol,26.22
2020-12-09,CTS-Vol,26.22
2020-12-10,CTS-Vol,27.81
2020-12-11,CTS-Vol,26.54
2020-12-12,CTS-Vol,
2020-12-13,CTS-Vol,
2020-12-14,CTS-Vol,37.46
2020-12-15,CTS-Vol,35.06
2020-12-16,CTS-Vol,30.42
2020-12-17,CTS-Vol,26.85
2020-12-18,CTS-Vol,25.6
2020-12-19,CTS-Vol,24.6
2020-12-20,CTS-Vol,
2020-12-21,CTS-Vol,29.15
2020-12-22,CTS-Vol,28.35
2020-12-23,CTS-Vol,26.08
2020-12-24,CTS-Vol,26.86
2020-12-25,CTS-Vol,
2020-12-26,CTS-Vol,
2020-12-27,CTS-Vol,
2020-12-28,CTS-Vol,44.22
2020-12-29,CTS-Vol,35.34
2020-12-30,CTS-Vol,29.66
2020-12-31,CTS-Vol,25.71
2021-01-01,CTS-Vol,20.66
2021-01-02,CTS-Vol,22.64
2021-01-03,CTS-Vol,
2021-01-04,CTS-Vol,27.92
2021-01-05,CTS-Vol,29.4
2021-01-06,CTS-Vol,28.12
2021-01-07,CTS-Vol,26.31
2021-01-08,CTS-Vol,27.29
2021-01-09,CTS-Vol,
2021-01-10,CTS-Vol,
2021-01-11,CTS-Vol,42.71
2021-01-12,CTS-Vol,34.11
2021-01-13,CTS-Vol,30.52
2021-01-14,CTS-Vol,18.48
2021-01-15,CTS-Vol,24.85
2021-01-16,CTS-Vol,23.07
2021-01-17,CTS-Vol,
2021-01-18,CTS-Vol,29.63
2021-01-19,CTS-Vol,27.0
2021-01-20,CTS-Vol,28.39
2021-01-21,CTS-Vol,27.19
2021-01-22,CTS-Vol,27.19
2021-01-23,CTS-Vol,
2021-01-24,CTS-Vol,
2021-01-25,CTS-Vol,38.31
2021-01-26,CTS-Vol,
2021-01-27,CTS-Vol,38.24
2021-01-28,CTS-Vol,29.62
2021-01-29,CTS-Vol,29.08
2021-01-30,CTS-Vol,26.28
2021-01-31,CTS-Vol,
2021-02-01,CTS-Vol,28.79
2021-02-02,CTS-Vol,28.95
2021-02-03,CTS-Vol,27.77
2021-02-04,CTS-Vol,27.61
2021-02-05,CTS-Vol,28.46
2021-02-06,CTS-Vol,27.5
2021-02-07,CTS-Vol,
2021-02-08,CTS-Vol,29.6
2021-02-09,CTS-Vol,29.6
2021-02-10,CTS-Vol,31.13
2021-02-11,CTS-Vol,29.36
2021-02-12,CTS-Vol,28.73
2021-02-13,CTS-Vol,
2021-02-14,CTS-Vol,
2021-02-15,CTS-Vol,38.94
2021-02-16,CTS-Vol,32.21
2021-02-17,CTS-Vol,30.25
2021-02-18,CTS-Vol,27.28
2021-02-19,CTS-Vol,21.22
2021-02-20,CTS-Vol,28.67
2021-02-21,CTS-Vol,
2021-02-22,CTS-Vol,29.83
2021-02-23,CTS-Vol,29.27
2021-02-24,CTS-Vol,27.42
2021-02-25,CTS-Vol,27.79
2021-02-26,CTS-Vol,25.69
2021-02-27,CTS-Vol,
2021-02-28,CTS-Vol,
2021-03-01,CTS-Vol,42.51
2021-03-02,CTS-Vol,35.62
2021-03-03,CTS-Vol,31.13
2021-03-04,CTS-Vol,30.4
2021-03-05,CTS-Vol,30.57
2021-03-06,CTS-Vol,29.12
2021-03-07,CTS-Vol,
2021-03-08,CTS-Vol,31.32
2021-03-09,CTS-Vol,31.3
2021-03-10,CTS-Vol,32.56
2021-03-11,CTS-Vol,8.09
2021-03-12,CTS-Vol,35.91
2021-03-13,CTS-Vol,
2021-03-14,CTS-Vol,
2021-03-15,CTS-Vol,23.09
2021-03-16,CTS-Vol,25.26
2021-03-17,CTS-Vol,52.16
2021-03-18,CTS-Vol,42.32
2021-03-19,CTS-Vol,37.14
2021-03-20,CTS-Vol,34.14
2021-03-21,CTS-Vol,
2021-03-22,CTS-Vol,35.69
2021-03-23,CTS-Vol,34.08
2021-03-24,CTS-Vol,33.13
2021-03-25,CTS-Vol,34.64
2021-03-26,CTS-Vol,33.39
2021-03-27,CTS-Vol,
2021-03-28,CTS-Vol,
2021-03-29,CTS-Vol,10.16
2021-03-30,CTS-Vol,44.3
2021-03-31,CTS-Vol,28.56
2021-04-01,CTS-Vol,
2021-04-02,CTS-Vol,10.05
2021-04-03,CTS-Vol,41.28
2021-04-04,CTS-Vol,
2021-04-05,CTS-Vol,36.0
2021-04-06,CTS-Vol,29.62
2021-04-07,CTS-Vol,30.36
2021-04-08,CTS-Vol,27.59
2021-04-09,CTS-Vol,26.1
2021-04-10,CTS-Vol,
2021-04-11,CTS-Vol,
2021-04-12,CTS-Vol,39.89
2021-04-13,CTS-Vol,18.68
2021-04-14,CTS-Vol,0.33
2021-04-15,CTS-Vol,37.75
2021-04-16,CTS-Vol,31.1
2021-04-17,CTS-Vol,23.41
2021-04-18,CTS-Vol,
2021-04-19,CTS-Vol,24.06
2021-04-20,CTS-Vol,24.99
2021-04-21,CTS-Vol,8.71
2021-04-22,CTS-Vol,25.49
2021-04-23,CTS-Vol,20.92
2021-04-24,CTS-Vol,
2021-04-25,CTS-Vol,
2021-04-26,CTS-Vol,26.63
2021-04-27,CTS-Vol,21.84
2021-04-28,CTS-Vol,19.37
2021-04-29,CTS-Vol,16.39
2021-04-30,CTS-Vol,17.23
2021-05-01,CTS-Vol,5.15
2021-05-02,CTS-Vol,
2021-05-03,CTS-Vol,19.96
2021-05-04,CTS-Vol,19.58
2021-05-05,CTS-Vol,18.27
2021-05-06,CTS-Vol,17.43
2021-05-07,CTS-Vol,17.32
2021-05-08,CTS-Vol,
2021-05-09,CTS-Vol,
2021-05-10,CTS-Vol,22.43
2021-05-11,CTS-Vol,18.64
2021-05-12,CTS-Vol,16.7
2021-05-13,CTS-Vol,10.39
2021-05-14,CTS-Vol,5.94
2021-05-15,CTS-Vol,14.2
2021-05-16,CTS-Vol,
2021-05-17,CTS-Vol,16.63
2021-05-18,CTS-Vol,14.54
2021-05-19,CTS-Vol,14.03
2021-05-20,CTS-Vol,14.0
2021-05-21,CTS-Vol,14.54
2021-05-22,CTS-Vol,
2021-05-23,CTS-Vol,
2021-05-24,CTS-Vol,20.94
2021-05-25,CTS-Vol,17.05
2021-05-26,CTS-Vol,7.45
2021-05-27,CTS-Vol,17.99
2021-05-28,CTS-Vol,16.26
2021-05-29,CTS-Vol,11.3
2021-05-30,CTS-Vol,
2021-05-31,CTS-Vol,15.95
2021-06-01,CTS-Vol,16.58
2021-06-02,CTS-Vol,17.46
2021-06-03,CTS-Vol,16.15
2021-06-04,CTS-Vol,17.56
2021-06-05,CTS-Vol,15.57
2021-06-06,CTS-Vol,
2021-06-07,CTS-Vol,19.54
2021-06-08,CTS-Vol,19.74
2021-06-09,CTS-Vol,19.82
2021-06-10,CTS-Vol,20.56
2021-06-11,CTS-Vol,20.88
2021-06-12,CTS-Vol,
2021-06-13,CTS-Vol,
2021-06-14,CTS-Vol,29.42
2021-06-15,CTS-Vol,25.24
2021-06-16,CTS-Vol,23.19
2021-06-17,CTS-Vol,20.52
2021-06-18,CTS-Vol,20.6
2021-06-19,CTS-Vol,17.0
2021-06-20,CTS-Vol,
2021-06-21,CTS-Vol,22.48
2021-06-22,CTS-Vol,22.45
2021-06-23,CTS-Vol,22.03
2021-06-24,CTS-Vol,20.31
2021-06-25,CTS-Vol,22.04
2021-06-26,CTS-Vol,
2021-06-27,CTS-Vol,
2021-06-28,CTS-Vol,32.63
2021-06-29,CTS-Vol,25.87
2021-06-30,CTS-Vol,23.74
2021-07-01,CTS-Vol,21.87
2021-07-02,CTS-Vol,22.07
2021-07-03,CTS-Vol,19.6
2021-07-04,CTS-Vol,
2021-07-05,CTS-Vol,24.79
2021-07-06,CTS-Vol,24.89
2021-07-07,CTS-Vol,24.5
2021-07-08,CTS-Vol,23.06
2021-07-09,CTS-Vol,23.65
2021-07-10,CTS-Vol,
2021-07-11,CTS-Vol,
2021-07-12,CTS-Vol,34.88
2021-07-13,CTS-Vol,29.59
2021-07-14,CTS-Vol,25.25
2021-07-15,CTS-Vol,24.41
2021-07-16,CTS-Vol,23.59
2021-07-17,CTS-Vol,20.41
2021-07-18,CTS-Vol,
2021-07-19,CTS-Vol,22.52
2021-07-20,CTS-Vol,25.25
2021-07-21,CTS-Vol,1.09
2021-07-22,CTS-Vol,31.07
2021-07-23,CTS-Vol,25.33
2021-07-24,CTS-Vol,
2021-07-25,CTS-Vol,
2021-07-26,CTS-Vol,34.0
2021-07-27,CTS-Vol,28.17
2021-07-28,CTS-Vol,23.92
2021-07-29,CTS-Vol,22.17
2021-07-30,CTS-Vol,21.91
2021-07-31,CTS-Vol,18.12
2021-08-01,CTS-Vol,
2021-08-02,CTS-Vol,23.83
2021-08-03,CTS-Vol,24.36
2021-08-04,CTS-Vol,23.96
2021-08-05,CTS-Vol,24.72
2021-08-06,CTS-Vol,23.66
2021-08-07,CTS-Vol,21.31
2021-08-08,CTS-Vol,
2021-08-09,CTS-Vol,25.3
2021-08-10,CTS-Vol,28.2
2021-08-11,CTS-Vol,25.73
2021-08-12,CTS-Vol,24.7
2021-08-13,CTS-Vol,24.17
2021-08-14,CTS-Vol,
2021-08-15,CTS-Vol,
2021-08-16,CTS-Vol,27.43
2021-08-17,CTS-Vol,34.23
2021-08-18,CTS-Vol,27.29
2021-08-19,CTS-Vol,18.39
2021-08-20,CTS-Vol,11.78
2021-08-21,CTS-Vol,27.03
2021-08-22,CTS-Vol,
2021-08-23,CTS-Vol,23.73
2021-08-24,CTS-Vol,26.21
2021-08-25,CTS-Vol,26.07
2021-08-26,CTS-Vol,23.71
2021-08-27,CTS-Vol,24.0
2021-08-28,CTS-Vol,
2021-08-29,CTS-Vol,
2021-08-30,CTS-Vol,17.24
2021-08-31,CTS-Vol,31.57
2021-09-01,CTS-Vol,26.72
2021-09-02,CTS-Vol,24.25
2021-09-03,CTS-Vol,24.61
2021-09-04,CTS-Vol,24.09
2021-09-05,CTS-Vol,
2021-09-06,CTS-Vol,27.56
2021-09-07,CTS-Vol,26.98
2021-09-08,CTS-Vol,24.43
2021-09-09,CTS-Vol,25.29
2021-09-10,CTS-Vol,11.34
2021-09-11,CTS-Vol,
2021-09-12,CTS-Vol,
2021-09-13,CTS-Vol,40.32
2021-09-14,CTS-Vol,31.44
2021-09-15,CTS-Vol,28.37
2021-09-16,CTS-Vol,25.54
2021-09-17,CTS-Vol,22.99
2021-09-18,CTS-Vol,22.04
2021-09-19,CTS-Vol,
2021-09-20,CTS-Vol,26.01
2021-09-21,CTS-Vol,24.8
2021-09-22,CTS-Vol,24.97
2021-09-23,CTS-Vol,23.53
2021-09-24,CTS-Vol,23.21
2021-09-25,CTS-Vol,
2021-09-26,CTS-Vol,
2021-09-27,CTS-Vol,34.02
2021-09-28,CTS-Vol,30.97
2021-09-29,CTS-Vol,25.77
2021-09-30,CTS-Vol,24.85
2021-10-01,CTS-Vol,24.76
2021-10-02,CTS-Vol,
2021-10-03,CTS-Vol,
2021-10-04,CTS-Vol,35.4
2021-10-05,CTS-Vol,32.41
2021-10-06,CTS-Vol,24.41
2021-10-07,CTS-Vol,27.05
2021-10-08,CTS-Vol,27.59
2021-10-09,CTS-Vol,
2021-10-10,CTS-Vol,
2021-10-11,CTS-Vol,41.09
2021-10-12,CTS-Vol,31.15
2021-10-13,CTS-Vol,26.44
2021-10-14,CTS-Vol,17.99
2021-10-15,CTS-Vol,0.1
2021-10-16,CTS-Vol,31.63
2021-10-17,CTS-Vol,
2021-10-18,CTS-Vol,29.72
2021-10-19,CTS-Vol,6.52
2021-10-20,CTS-Vol,32.54
2021-10-21,CTS-Vol,32.56
2021-10-22,CTS-Vol,28.25
2021-10-23,CTS-Vol,
2021-10-24,CTS-Vol,
2021-10-25,CTS-Vol,42.22
2021-10-26,CTS-Vol,33.63
2021-10-27,CTS-Vol,29.14
2021-10-28,CTS-Vol,27.91
2021-10-29,CTS-Vol,26.48
2021-10-30,CTS-Vol,26.21
2021-10-31,CTS-Vol,
2021-11-01,CTS-Vol,29.36
2021-11-02,CTS-Vol,30.0
2021-11-03,CTS-Vol,23.43
2021-11-04,CTS-Vol,1.93
2021-11-05,CTS-Vol,10.06
2021-11-06,CTS-Vol,18.74
2021-11-07,CTS-Vol,
2021-11-08,CTS-Vol,22.65
2021-11-09,CTS-Vol,24.87
2021-11-10,CTS-Vol,23.72
2021-11-11,CTS-Vol,23.11
2021-11-12,CTS-Vol,24.45
2021-11-13,CTS-Vol,
2021-11-14,CTS-Vol,
2021-11-15,CTS-Vol,36.52
2021-11-16,CTS-Vol,30.22
2021-11-17,CTS-Vol,26.23
2021-11-18,CTS-Vol,24.12
2021-11-19,CTS-Vol,8.06
2021-11-20,CTS-Vol,27.57
2021-11-21,CTS-Vol,
2021-11-22,CTS-Vol,25.72
2021-11-23,CTS-Vol,27.04
2021-11-24,CTS-Vol,24.89
2021-11-25,CTS-Vol,24.6
2021-11-26,CTS-Vol,24.09
2021-11-27,CTS-Vol,
2021-11-28,CTS-Vol,
2021-11-29,CTS-Vol,35.67
2021-11-30,CTS-Vol,29.95
2021-12-01,CTS-Vol,25.33
2021-12-02,CTS-Vol,23.42
2021-12-03,CTS-Vol,23.01
2021-12-04,CTS-Vol,23.8
2021-12-05,CTS-Vol,
2021-12-06,CTS-Vol,28.54
2021-12-07,CTS-Vol,27.01
2021-12-08,CTS-Vol,24.67
2021-12-09,CTS-Vol,25.29
2021-12-10,CTS-Vol,27.06
2021-12-11,CTS-Vol,
2021-12-12,CTS-Vol,
2021-12-13,CTS-Vol,37.73
2021-12-14,CTS-Vol,30.64
2021-12-15,CTS-Vol,26.4
2021-12-16,CTS-Vol,13.29
2021-12-17,CTS-Vol,17.17
2021-12-18,CTS-Vol,33.71
2021-12-19,CTS-Vol,
2021-12-20,CTS-Vol,33.32
2021-12-21,CTS-Vol,29.98
2021-12-22,CTS-Vol,26.67
2021-12-23,CTS-Vol,24.79
2021-12-24,CTS-Vol,23.87
2021-12-25,CTS-Vol,
2021-12-26,CTS-Vol,
2021-12-27,CTS-Vol,35.76
2021-12-28,CTS-Vol,28.72
2021-12-29,CTS-Vol,24.42
2021-12-30,CTS-Vol,24.25
2021-12-31,CTS-Vol,21.48
2022-01-01,CTS-Vol,16.55
2022-01-02,CTS-Vol,
2022-01-03,CTS-Vol,23.79
2022-01-04,CTS-Vol,26.43
2022-01-05,CTS-Vol,26.63
2022-01-06,CTS-Vol,25.15
2022-01-07,CTS-Vol,25.36
2022-01-08,CTS-Vol,
2022-01-09,CTS-Vol,
2022-01-10,CTS-Vol,39.17
2022-01-11,CTS-Vol,31.78
2022-01-12,CTS-Vol,26.07
2022-01-13,CTS-Vol,25.5
2022-01-14,CTS-Vol,16.72
2022-01-15,CTS-Vol,17.62
2022-01-16,CTS-Vol,
2022-01-17,CTS-Vol,26.35
2022-01-18,CTS-Vol,24.37
2022-01-19,CTS-Vol,25.46
2022-01-20,CTS-Vol,25.46
2022-01-21,CTS-Vol,23.78
2022-01-22,CTS-Vol,
2022-01-23,CTS-Vol,
2022-01-24,CTS-Vol,34.61
2022-01-25,CTS-Vol,29.88
2022-01-26,CTS-Vol,
2022-01-27,CTS-Vol,30.84
2022-01-28,CTS-Vol,26.86
2022-01-29,CTS-Vol,22.7
2022-01-30,CTS-Vol,
2022-01-31,CTS-Vol,25.91
2022-02-01,CTS-Vol,25.98
2022-02-02,CTS-Vol,25.26
2022-02-03,CTS-Vol,24.1
2022-02-04,CTS-Vol,24.41
2022-02-05,CTS-Vol,22.4
2022-02-06,CTS-Vol,
2022-02-07,CTS-Vol,20.45
2022-02-08,CTS-Vol,29.93
2022-02-09,CTS-Vol,27.05
2022-02-10,CTS-Vol,26.91
2022-02-11,CTS-Vol,25.42
2022-02-12,CTS-Vol,
2022-02-13,CTS-Vol,
2022-02-14,CTS-Vol,37.05
2022-02-15,CTS-Vol,30.77
2022-02-16,CTS-Vol,27.56
2022-02-17,CTS-Vol,25.85
2022-02-18,CTS-Vol,24.22
2022-02-19,CTS-Vol,14.72
2022-02-20,CTS-Vol,
2022-02-21,CTS-Vol,29.64
2022-02-22,CTS-Vol,27.91
2022-02-23,CTS-Vol,24.94
2022-02-24,CTS-Vol,22.44
2022-02-25,CTS-Vol,26.12
2022-02-26,CTS-Vol,
2022-02-27,CTS-Vol,
2022-02-28,CTS-Vol,38.85
2022-03-01,CTS-Vol,9.09
2022-03-02,CTS-Vol,36.71
2022-03-03,CTS-Vol,30.81
2022-03-04,CTS-Vol,28.27
2022-03-05,CTS-Vol,27.06
2022-03-06,CTS-Vol,
2022-03-07,CTS-Vol,28.8
2022-03-08,CTS-Vol,29.29
2022-03-09,CTS-Vol,28.53
2022-03-10,CTS-Vol,29.52
2022-03-11,CTS-Vol,28.3
2022-03-12,CTS-Vol,
2022-03-13,CTS-Vol,
2022-03-14,CTS-Vol,41.38
2022-03-15,CTS-Vol,35.37
2022-03-16,CTS-Vol,30.33
2022-03-17,CTS-Vol,25.29
2022-03-18,CTS-Vol,4.54
2022-03-19,CTS-Vol,21.28
2022-03-20,CTS-Vol,
2022-03-21,CTS-Vol,29.71
2022-03-22,CTS-Vol,29.12
2022-03-23,CTS-Vol,28.15
2022-03-24,CTS-Vol,27.24
2022-03-25,CTS-Vol,29.54
2022-03-26,CTS-Vol,
2022-03-27,CTS-Vol,
2022-03-28,CTS-Vol,30.24
2022-03-29,CTS-Vol,27.22
2022-03-30,CTS-Vol,39.22
2022-03-31,CTS-Vol,27.92
2022-04-01,CTS-Vol,
2022-04-02,CTS-Vol,20.09
2022-04-03,CTS-Vol,
2022-04-04,CTS-Vol,39.46
2022-04-05,CTS-Vol,34.19
2022-04-06,CTS-Vol,29.54
2022-04-07,CTS-Vol,26.88
2022-04-08,CTS-Vol,26.9
2022-04-09,CTS-Vol,
2022-04-10,CTS-Vol,
2022-04-11,CTS-Vol,40.31
2022-04-12,CTS-Vol,33.23
2022-04-13,CTS-Vol,29.19
2022-04-14,CTS-Vol,
2022-04-15,CTS-Vol,2.54
2022-04-16,CTS-Vol,38.14
2022-04-17,CTS-Vol,
2022-04-18,CTS-Vol,33.18
2022-04-19,CTS-Vol,29.9
2022-04-20,CTS-Vol,28.51
2022-04-21,CTS-Vol,24.89
2022-04-22,CTS-Vol,24.68
2022-04-23,CTS-Vol,
2022-04-24,CTS-Vol,
2022-04-25,CTS-Vol,37.44
2022-04-26,CTS-Vol,29.76
2022-04-27,CTS-Vol,25.77
2022-04-28,CTS-Vol,24.08
2022-04-29,CTS-Vol,22.36
2022-04-30,CTS-Vol,22.97
2022-05-01,CTS-Vol,
2022-05-02,CTS-Vol,23.63
2022-05-03,CTS-Vol,
2022-05-04,CTS-Vol,35.85
2022-05-05,CTS-Vol,28.98
2022-05-06,CTS-Vol,25.31
2022-05-07,CTS-Vol,22.56
2022-05-08,CTS-Vol,
2022-05-09,CTS-Vol,25.43
2022-05-10,CTS-Vol,28.13
2022-05-11,CTS-Vol,25.23
2022-05-12,CTS-Vol,24.28
2022-05-13,CTS-Vol,22.98
2022-05-14,CTS-Vol,
2022-05-15,CTS-Vol,
2022-05-16,CTS-Vol,18.23
2022-05-17,CTS-Vol,36.55
2022-05-18,CTS-Vol,29.13
2022-05-19,CTS-Vol,25.0
2022-05-20,CTS-Vol,24.04
2022-05-21,CTS-Vol,19.95
2022-05-22,CTS-Vol,
2022-05-23,CTS-Vol,24.23
2022-05-24,CTS-Vol,23.81
2022-05-25,CTS-Vol,23.52
2022-05-26,CTS-Vol,21.94
2022-05-27,CTS-Vol,21.78
2022-05-28,CTS-Vol,
2022-05-29,CTS-Vol,
2022-05-30,CTS-Vol,34.32
2022-05-31,CTS-Vol,25.56
2022-06-01,CTS-Vol,22.69
2022-06-02,CTS-Vol,22.1
2022-06-03,CTS-Vol,21.31
2022-06-04,CTS-Vol,22.7
2022-06-05,CTS-Vol,
2022-06-06,CTS-Vol,26.49
2022-06-07,CTS-Vol,25.24
2022-06-08,CTS-Vol,23.79
2022-06-09,CTS-Vol,23.33
2022-06-10,CTS-Vol,25.02
2022-06-11,CTS-Vol,
2022-06-12,CTS-Vol,
2022-06-13,CTS-Vol,36.04
2022-06-14,CTS-Vol,27.47
2022-06-15,CTS-Vol,26.84
2022-06-16,CTS-Vol,24.25
2022-06-17,CTS-Vol,22.78
2022-06-18,CTS-Vol,20.91
2022-06-19,CTS-Vol,
2022-06-20,CTS-Vol,24.91
2022-06-21,CTS-Vol,24.4
2022-06-22,CTS-Vol,22.78
2022-06-23,CTS-Vol,21.65
2022-06-24,CTS-Vol,21.83
2022-06-25,CTS-Vol,
2022-06-26,CTS-Vol,
2022-06-27,CTS-Vol,35.39
2022-06-28,CTS-Vol,27.57
2022-06-29,CTS-Vol,23.09
2022-06-30,CTS-Vol,21.15
2022-07-01,CTS-Vol,20.16
2022-07-02,CTS-Vol,21.33
2022-07-03,CTS-Vol,
2022-07-04,CTS-Vol,26.58
2022-07-05,CTS-Vol,25.89
2022-07-06,CTS-Vol,23.95
2022-07-07,CTS-Vol,23.45
2022-07-08,CTS-Vol,24.36
2022-07-09,CTS-Vol,
2022-07-10,CTS-Vol,
2022-07-11,CTS-Vol,35.62
2022-07-12,CTS-Vol,28.98
2022-07-13,CTS-Vol,23.94
2022-07-14,CTS-Vol,22.64
2022-07-15,CTS-Vol,24.24
2022-07-16,CTS-Vol,21.49
2022-07-17,CTS-Vol,
2022-07-18,CTS-Vol,24.72
2022-07-19,CTS-Vol,24.32
2022-07-20,CTS-Vol,24.41
2022-07-21,CTS-Vol,22.5
2022-07-22,CTS-Vol,22.65
2022-07-23,CTS-Vol,
2022-07-24,CTS-Vol,
2022-07-25,CTS-Vol,34.92
2022-07-26,CTS-Vol,26.74
2022-07-27,CTS-Vol,23.5
2022-07-28,CTS-Vol,22.05
2022-07-29,CTS-Vol,20.51
2022-07-30,CTS-Vol,19.72
2022-07-31,CTS-Vol,
2022-08-01,CTS-Vol,23.37
2022-08-02,CTS-Vol,23.5
2022-08-03,CTS-Vol,22.74
2022-08-04,CTS-Vol,23.27
2022-08-05,CTS-Vol,23.31
2022-08-06,CTS-Vol,21.44
2022-08-07,CTS-Vol,
2022-08-08,CTS-Vol,25.73
2022-08-09,CTS-Vol,4.39
2022-08-10,CTS-Vol,36.5
2022-08-11,CTS-Vol,20.08
2022-08-12,CTS-Vol,23.01
2022-08-13,CTS-Vol,
2022-08-14,CTS-Vol,
2022-08-15,CTS-Vol,
2022-08-16,CTS-Vol,30.81
2022-08-17,CTS-Vol,36.32
2022-08-18,CTS-Vol,28.24
2022-08-19,CTS-Vol,12.18
2022-08-20,CTS-Vol,24.95
2022-08-21,CTS-Vol,
2022-08-22,CTS-Vol,26.69
2022-08-23,CTS-Vol,26.0
2022-08-24,CTS-Vol,23.63
2022-08-25,CTS-Vol,24.21
2022-08-26,CTS-Vol,23.67
2022-08-27,CTS-Vol,
2022-08-28,CTS-Vol,
2022-08-29,CTS-Vol,34.69
2022-08-30,CTS-Vol,27.49
2022-08-31,CTS-Vol,9.95
2022-09-01,CTS-Vol,24.97
2022-09-02,CTS-Vol,23.15
2022-09-03,CTS-Vol,22.94
2022-09-04,CTS-Vol,
2022-09-05,CTS-Vol,25.99
2022-09-06,CTS-Vol,24.87
2022-09-07,CTS-Vol,23.16
2022-09-08,CTS-Vol,22.4
2022-09-09,CTS-Vol,22.13
2022-09-10,CTS-Vol,
2022-09-11,CTS-Vol,
2022-09-12,CTS-Vol,37.97
2022-09-13,CTS-Vol,29.68
2022-09-14,CTS-Vol,25.45
2022-09-15,CTS-Vol,25.41
2022-09-16,CTS-Vol,23.42
2022-09-17,CTS-Vol,20.32
2022-09-18,CTS-Vol,
2022-09-19,CTS-Vol,24.88
2022-09-20,CTS-Vol,25.91
2022-09-21,CTS-Vol,22.27
2022-09-22,CTS-Vol,22.78
2022-09-23,CTS-Vol,21.32
2022-09-24,CTS-Vol,
2022-09-25,CTS-Vol,
2022-09-26,CTS-Vol,33.18
2022-09-27,CTS-Vol,29.25
2022-09-28,CTS-Vol,25.46
2022-09-29,CTS-Vol,23.3
2022-09-30,CTS-Vol,23.63
2022-10-01,CTS-Vol,21.29
2022-10-02,CTS-Vol,
2022-10-03,CTS-Vol,22.85
2022-10-04,CTS-Vol,17.97
2022-10-05,CTS-Vol,
2022-10-06,CTS-Vol,32.02
2022-10-07,CTS-Vol,27.85
2022-10-08,CTS-Vol,
2022-10-09,CTS-Vol,
2022-10-10,CTS-Vol,39.82
2022-10-11,CTS-Vol,33.35
2022-10-12,CTS-Vol,28.23
2022-10-13,CTS-Vol,25.44
2022-10-14,CTS-Vol,24.4
2022-10-15,CTS-Vol,24.85
2022-10-16,CTS-Vol,
2022-10-17,CTS-Vol,29.25
2022-10-18,CTS-Vol,28.47
2022-10-19,CTS-Vol,27.83
2022-10-20,CTS-Vol,29.43
2022-10-21,CTS-Vol,26.9
2022-10-22,CTS-Vol,
2022-10-23,CTS-Vol,
2022-10-24,CTS-Vol,
2022-10-25,CTS-Vol,27.61
2022-10-26,CTS-Vol,12.21
2022-10-27,CTS-Vol,21.02
2022-10-28,CTS-Vol,22.01
2022-10-29,CTS-Vol,18.95
2022-10-30,CTS-Vol,
2022-10-31,CTS-Vol,20.14
2022-11-01,CTS-Vol,22.64
2022-11-02,CTS-Vol,23.0
2022-11-03,CTS-Vol,21.64
2022-11-04,CTS-Vol,22.0
2022-11-05,CTS-Vol,22.56
2022-11-06,CTS-Vol,
2022-11-07,CTS-Vol,24.91
2022-11-08,CTS-Vol,8.61
2022-11-09,CTS-Vol,30.46
2022-11-10,CTS-Vol,29.05
2022-11-11,CTS-Vol,23.62
2022-11-12,CTS-Vol,
2022-11-13,CTS-Vol,
2022-11-14,CTS-Vol,37.61
2022-11-15,CTS-Vol,31.16
2022-11-16,CTS-Vol,26.05
2022-11-17,CTS-Vol,23.97
2022-11-18,CTS-Vol,22.81
2022-11-19,CTS-Vol,20.6
2022-11-20,CTS-Vol,
2022-11-21,CTS-Vol,25.95
2022-11-22,CTS-Vol,24.91
